Co_Code,Equity_Paid_Up,Networth,Capital_Employed,Total_Debt,Gross_Block,Net_Working_Capital,Current_Assets,Current_Liabilities_and_Provisions,Total_Assets_by_Liabilities,Gross_Sales,Net_Sales,Other_Income,Value_Of_Output,Cost_of_Production,Selling_Cost,PBIDT,PBDT,PBIT,PBT,PAT,Adjusted_PAT,CP,Revenue_earnings_in_forex,Revenue_expenses_in_forex,Capital_expenses_in_forex,Book_Value_Unit_Curr,Book_Value_Adj_Unit_Curr,Market_Capitalisation,CEPS_annualised_Unit_Curr,Cash_Flow_From_Operating_Activities,Cash_Flow_From_Investing_Activities,Cash_Flow_From_Financing_Activities,ROG-Net_Worth_perc,ROG-Capital_Employed_perc,ROG-Gross_Block_perc,ROG-Gross_Sales_perc,ROG-Net_Sales_perc,ROG-Cost_of_Production_perc,ROG-Total_Assets_perc,ROG-PBIDT_perc,ROG-PBDT_perc,ROG-PBIT_perc,ROG-PBT_perc,ROG-PAT_perc,ROG-CP_perc,ROG-Revenue_earnings_in_forex_perc,ROG-Revenue_expenses_in_forex_perc,ROG-Market_Capitalisation_perc,Current_Ratio_Latest,Fixed_Assets_Ratio_Latest,Inventory_Ratio_Latest,Debtors_Ratio_Latest,Total_Asset_Turnover_Ratio_Latest,Interest_Cover_Ratio_Latest,PBIDTM_perc_Latest,PBITM_perc_Latest,PBDTM_perc_Latest,CPM_perc_Latest,APATM_perc_Latest,Debtors_Velocity_Days,Creditors_Velocity_Days,Inventory_Velocity_Days,Value_of_Output_by_Total_Assets,Value_of_Output_by_Gross_Block,default
4975.0,4.95,2.23,3.9,1.65,4.08,2.12,3.85,1.73,5.63,9.29,8.33,0.45,8.23,8.76,0.0,0.38,0.23,0.2,0.05,0.05,0.05,0.23,0.0,0.0,0.0,4.5,4.5,0.0,0.46,0.18,0.02,-0.14,1.36,1.04,0.0,-0.75,-0.72,-6.61,-4.74,347.0375,137.7,129.85,106.25,106.25,137.7,0.0,0.0,0.0,1.19,2.35,7.28,4.79,2.42,-0.14,1.46,-0.21,0.0,0.0,-1.67,93.0,61.0,49.0,1.54,2.12,0.0
6365.0,4.11,1.64,2.4,0.76,0.03,1.18,1.59,0.41,2.81,1.27,1.27,0.0,1.27,1.08,0.01,0.04,0.04,0.03,0.03,0.02,0.02,0.03,0.0,0.0,0.0,0.4,4.0,21.38,0.01,0.19,0.18,-0.32,1.86,-8.75,51.365,29.59,29.59,30.12,-9.94,347.0375,350.0,371.66499999999996,200.0,100.0,347.1275,0.0,0.0,0.0,1.22,54.6675,0.0,1.27,0.72,0.0,1.72,1.72,1.72,1.15,1.15,118.0,141.0,0.0,0.47,57.9625,0.0
23565.0,3.81,-10.21,17.17,15.16,25.84,-4.07,7.94,12.0,29.17,17.72,17.72,1.12,17.79,17.79,0.0,0.64,-1.29,-0.38,-2.31,-2.31,-2.31,-1.29,0.8,0.0,0.0,-26.75,-26.75,0.0,-3.39,1.03,-1.66,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.76,5.78,45.832499999999996,1.13,0.03,3.97,0.33,-5.75,-5.75,-9.39,6.0,69.0,52.0,0.0,0.0,1.0
544.0,14.48,1829.0825,380.57,22.29,235.57,827.735,2014.74,1021.03,693.97,2845.3725,2780.14,8.79,2803.74,1981.6799999999998,74.97999999999999,455.5025,290.01750000000004,365.68,219.055,171.6925,153.3,231.39,360.725,9.25,11.3225,349.655,298.0875,3984.7225,59.3,229.84,-143.6425,52.332499999999996,9.58,20.61,3.66,23.41,25.45,21.95,22.92,104.26,124.61,131.23,175.27,112.3,87.81,56.959999999999994,-76.4,237.875,1.5,4.86,4.83,14.06,3.21,59.75,7.33,5.8,7.07,5.65,4.11,28.0,63.0,102.0,1.95,4.65,0.0
3696.0,5.84,1.41,6.78,5.37,7.03,2.07,2.69,0.63,7.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.4,6.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4995.0,5.44,0.27,1.04,0.77,0.0,1.03,1.06,0.02,1.06,0.0,0.0,0.0,0.0,0.06,0.01,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,0.0,0.0,0.0,0.49,0.49,5.92,-0.5,-0.26,0.0,0.28,-55.6275,1.96,0.0,-73.185,-73.1725,-66.4,-11.67,-200.0,-145.45,-145.45,-145.45,-145.45,-145.45,0.0,0.0,-20.54,3.6,0.0,58.0325,0.61,0.53,0.0,4.0,4.0,4.0,4.0,4.0,0.0,615.25,0.0,0.42,0.0,1.0
3062.0,4.29,4.7,4.73,0.03,8.49,1.75,2.41,0.66,5.39,5.74,5.74,0.08,5.68,5.71,0.02,0.09,0.08,-0.19,-0.2,-0.2,-0.2,0.08,0.0,0.0,0.0,10.95,10.95,0.0,0.19,0.06,-0.2,0.0,-4.08,-4.25,3.66,-2.71,-2.71,0.53,-2.36,-43.75,-46.67,-250.0,-513.9475,-501.2525,-46.67,0.0,0.0,0.0,1.61,1.1,58.0325,4.81,1.84,0.0,14.77,11.65,14.77,15.58,12.47,100.0,13.0,40.0,1.38,0.99,0.0
27506.0,12.44,61.49,88.67,27.18,47.13,46.51,71.71,25.2,113.87,92.05,92.05,0.22,93.38,79.15,3.01,6.01,3.65,3.96,1.6,0.93,0.93,2.98,360.725,1.01,0.0,49.42,49.42,21.96,2.35,5.04,-6.64,1.73,0.92,5.55,0.13,-29.19,-29.19,-31.81,0.4,-28.54,-41.79,-37.74,-62.09,-69.41,-41.45,-60.9075,122.18,36.99,1.46,1.58,2.02,3.95,0.95,0.98,6.9,3.69,3.13,2.82,-0.4,88.0,85.0,184.0,0.73,1.6,0.0
67803.75,0.75,2.84,7.4,4.08,2.33,3.74,28.15,24.42,31.82,22.54,22.54,0.0,24.66,19.23,0.31,1.91,1.44,1.51,1.04,0.69,0.69,1.09,0.0,0.0,0.0,37.85,14.02,0.0,14.53,-0.23,-0.97,1.46,20.85,73.77,51.365,14.88,14.88,13.99,64.1575,52.8,45.45,37.27,23.81,18.97,49.32,0.0,0.0,0.0,1.36,11.03,6.06,4.91,3.1,1.78,11.53,10.43,5.69,4.16,3.05,225.0,615.25,78.0,2.1,57.9625,0.0
7564.0,5.01,6.94,7.64,0.69,0.06,5.12,5.15,0.03,7.67,6.4,6.4,0.0,6.65,6.04,0.0,0.37,0.36,0.35,0.34,0.24,0.24,0.26,0.0,0.0,0.0,13.86,13.86,0.0,0.52,0.06,-0.55,-0.01,3.43,9.77,0.0,227.41,227.41,225.93,9.57,27.59,28.57,20.69,21.43,-4.0,4.0,0.0,0.0,0.0,39.3325,54.6675,2.79,45.832499999999996,0.56,0.0,7.84,7.6,7.84,5.88,5.64,3.0,0.0,85.0,0.59,57.9625,0.0
4552.0,131.24,1829.0825,3634.915,143.71,155.56,-66.47,7.95,74.43,4568.7300000000005,53.36,53.36,0.44,48.25,20.9,0.2,20.21,0.54,19.61,-0.06,1.61,-1.08,2.21,0.0,304.665,0.0,26.43,26.43,127.67,0.09,229.84,-143.6425,-130.235,-2.05,-5.99,0.05,-15.93,-15.93,225.93,-7.89,-38.89,-96.04,-40.32,-100.45,-79.93,-73.15,0.0,122.18,6.77,0.87,54.6675,0.55,8.07,0.05,1.52,72.23249999999999,66.4725,28.51,48.2475,40.692499999999995,19.0,150.0,0.0,0.04,0.45,0.0
697.0,11.08,-54.35,39.7,91.05,145.58,-27.6,7.27,34.87,74.57,39.11,39.11,0.6,39.31,43.11,0.28,0.11,-0.32,-4.63,-5.06,-5.06,-5.55,-0.32,0.0,0.0,0.0,-49.05,-49.05,5.79,-0.29,0.34,0.41,-0.92,-10.27,-12.98,0.04,10.98,10.98,4.81,-5.68,102.92,96.06,36.75,56.64,56.64,96.06,0.0,-76.4,10.08,0.06,0.18,58.0325,10.51,0.93,-6.7075,-12.63,-82.2225,-12.94,-12.94,-117.12,24.0,148.0,17.0,0.37,0.18,1.0
24548.0,2.62,41.61,41.65,0.0,0.03,-0.26,0.27,0.52,42.17,0.21,0.21,0.0,0.21,0.15,0.0,-0.01,-0.02,-0.03,-0.04,-0.04,-0.04,-0.02,0.0,0.0,0.0,158.94,298.0875,0.0,-0.08,-0.9,0.18,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,1.74,0.0,0.0,0.01,0.0,72.23249999999999,66.4725,57.9775,48.2475,40.692499999999995,0.0,0.0,0.0,0.0,0.0,0.0
6061.0,131.24,1829.0825,3634.915,1572.6100000000001,1409.325,0.0,2014.74,1021.03,4568.7300000000005,2845.3725,2780.14,78.80250000000001,2803.74,1981.6799999999998,8.76,455.5025,290.01750000000004,365.68,219.055,171.6925,153.3,231.39,0.0,0.0,0.0,349.655,298.0875,3984.7225,59.3,229.84,-143.6425,-130.235,11.13,3.07,13.16,3.96,3.96,-5.91,5.05,4.25,1.68,4.01,-0.48,-13.27,-9.52,0.0,0.0,55.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,7.69,0.0
4167.0,3.26,0.65,0.65,0.0,0.03,0.63,0.64,0.01,0.66,0.27,0.27,0.03,0.27,0.1,0.01,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.0,0.0,0.0,2.0,2.0,0.0,0.06,0.03,-0.02,-0.05,3.17,-4.41,0.0,227.41,227.41,66.67,-4.35,-50.0,-66.67,-40.0,-60.0,-60.0,-66.67,0.0,0.0,0.0,4.91,2.75,0.0,0.0,0.22,-6.7075,-58.682500000000005,-82.2225,-90.795,-87.21249999999999,-117.12,243.0,33.0,14.0,0.19,3.14,0.0
5761.0,9.18,3.09,3.2,0.0,0.0,0.02,0.03,0.01,3.21,0.2,0.2,0.0,0.2,0.0,0.01,-0.49,-0.49,-0.49,-0.49,-0.49,-0.49,-0.49,0.0,0.0,0.0,3.37,3.37,0.0,-0.53,-0.03,0.0,0.0,-13.69,-13.28,0.0,0.0,0.0,0.0,-13.01,-200.0,-313.59749999999997,-250.0,-513.9475,-501.2525,-321.73749999999995,0.0,0.0,0.0,39.3325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2348.0,131.24,16.73,47.01,29.16,115.03,-12.83,14.18,27.01,74.03,2.72,2.62,0.35,1.96,11.31,0.09,-1.66,-2.62,-9.88,-10.84,-30.575,-29.557499999999997,-2.73,0.0,0.0,0.0,1.7,1.7,35.87,-0.28,-3.23,0.05,4.27,-55.6275,-12.86,0.0,-41.88,-37.77,-4.88,-11.18,71.96,62.68,15.19,14.98,14.12,61.11,0.0,0.0,-26.86,0.12,0.0,0.07,0.69,0.01,-6.7075,-58.682500000000005,-82.2225,-90.795,-87.21249999999999,-117.12,74.0,615.25,324.75,0.0,0.0,0.0
4217.0,3.0,2.5,5.03,2.5,9.37,1.76,3.56,1.79,6.82,11.14,11.14,0.25,11.13,10.91,0.03,0.72,0.48,0.35,0.11,0.09,-0.1,0.46,0.0,0.0,11.3225,8.34,8.34,0.59,1.53,0.72,-1.11,0.64,1.63,22.09,6.48,5.39,5.39,1.87,64.1575,71.43,65.52,59.09,22.22,28.57,70.37,0.0,0.0,-62.17,1.02,1.49,6.1,11.12,2.72,1.48,6.09,3.08,4.01,3.8,0.79,22.0,29.0,63.0,2.39,1.55,0.0
5360.0,3.9,12.21,18.64,6.43,15.52,8.31,25.39,17.09,35.73,119.19,108.03,0.07,106.78,98.22,3.01,1.9,0.34,1.46,-0.1,0.42,0.42,0.86,0.0,304.665,0.0,31.3,31.3,6.36,2.1,10.64,-0.12,-11.45,-3.71,-33.3825,0.45,-35.67,-36.53,-28.66,-26.4375,347.0375,105.85,146.79,98.44,106.5,114.68,-60.9075,-76.4,79.15,0.94,2.18,3.65,4.39,2.12,0.0,4.33,3.05,4.33,4.36,3.08,50.0,0.0,48.0,0.59,1.82,0.0
2130.0,6.11,-6.88,0.01,0.0,0.0,0.01,0.01,0.0,0.01,0.02,0.02,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.26,-11.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28590.0,21.87,219.22,429.61,1572.6100000000001,96.55,827.735,2014.74,121.54,551.15,2845.3725,2780.14,0.97,2803.74,1981.6799999999998,9.17,48.66,10.03,365.68,6.45,4.25,4.45,7.83,0.0,0.0,0.0,100.23,100.23,0.0,3.37,229.84,-143.6425,-130.235,0.74,-10.04,51.365,-9.57,-8.71,-6.62,-7.54,-25.89,-62.81,-27.29,-72.33,-78.02,-65.96,0.0,0.0,0.0,1.17,54.6675,12.11,7.96,3.98,2.12,3.33,3.13,1.85,1.25,1.05,47.0,23.0,30.0,2.5175,57.9625,0.0
38610.0,2.5,11.7,36.14,23.83,4.12,31.33,39.02,7.7,43.84,71.69,71.69,0.12,63.75,53.32,0.0,5.86,1.65,4.9,0.69,0.46,0.47,1.42,0.0,0.0,0.0,46.85,46.85,0.0,5.68,15.21,-0.4,-15.24,3.08,-22.6,-32.5875,39.04,39.04,28.82,-19.26,6.55,66.67,7.69,372.3775,422.025,44.9,0.0,0.0,0.0,1.75,54.6675,3.92,8.27,2.09,2.68,10.41,9.72,6.78,5.06,4.37,56.0,40.0,172.0,1.88,57.9625,0.0
5323.0,5.12,16.98,50.48,33.5,63.16,7.41,16.64,9.22,59.7,54.49,50.97,0.0,50.4,41.62,0.21,11.2,7.13,8.26,4.19,2.91,2.91,5.85,0.0,0.0,0.0,33.14,33.14,10.39,11.43,7.77,-1.25,-6.49,19.66,-6.74,2.04,6.93,5.72,4.47,-5.7,3.7,14.63,3.38,22.87,79.63,32.05,0.0,0.0,6.02,0.48,0.6,5.74,45.832499999999996,0.76,1.21,20.51,7.27,14.51,14.64,1.4,13.0,8.0,111.0,0.59,0.58,0.0
3283.0,3.0,0.91,1.28,0.37,0.62,1.22,1.43,0.22,1.5,0.09,0.09,0.89,0.1,0.2,0.0,0.75,0.73,0.7,0.68,0.61,-0.16,0.66,0.0,0.0,0.0,3.05,3.05,3.18,2.2,0.05,0.06,-0.05,90.2075,73.77,-32.5875,-73.185,-73.1725,-47.37,15.38,347.0375,350.0,0.0,372.3775,422.025,347.1275,0.0,0.0,-15.87,2.15,0.23,58.0325,0.93,0.1,-3.0,-58.682500000000005,-82.2225,-90.795,-87.21249999999999,-117.12,715.25,615.25,22.0,0.1,0.11,0.0
3722.0,131.24,1829.0825,3634.915,1572.6100000000001,1409.325,827.735,2014.74,1021.03,4568.7300000000005,2845.3725,2780.14,78.80250000000001,2803.74,1981.6799999999998,74.97999999999999,455.5025,290.01750000000004,365.68,219.055,171.6925,153.3,231.39,0.0,6.36,0.0,349.655,96.0,3984.7225,59.3,-21.95,-143.6425,52.332499999999996,20.27,32.51,11.63,33.42,33.42,31.33,33.14,35.19,24.3,35.33,24.36,24.88,24.76,0.0,122.18,237.875,3.09,54.6675,0.0,0.0,0.19,1.73,72.23249999999999,66.4725,28.88,19.07,18.36,0.0,112.0,35.0,0.23,57.9625,0.0
43309.0,131.24,1829.0825,512.45,90.4,1409.325,133.84,265.52,131.67,644.12,202.93,202.93,4.65,202.93,162.01,2.67,51.67,290.01750000000004,27.16,14.73,171.6925,153.3,231.39,0.0,0.03,11.3225,25.09,25.09,3984.7225,2.86,229.84,-143.6425,52.332499999999996,90.2075,73.77,51.365,32.28,32.28,39.5,64.1575,29.69,36.92,9.21,7.6,10.1,31.54,0.0,0.0,0.0,1.36,0.38,0.0,4.14,0.32,-0.12,19.66,-0.72,13.63,19.21,-1.17,79.0,33.0,35.0,0.32,0.46,0.0
32414.0,11.44,1829.0825,3634.915,165.0,209.83,-11.93,24.42,36.33,4568.7300000000005,99.59,99.59,5.69,99.59,67.23,6.73,28.42,28.04,21.3,219.055,171.6925,153.3,22.15,360.725,5.83,11.3225,349.655,298.0875,226.07,18.95,17.92,-143.6425,52.332499999999996,0.73,20.24,-3.17,7.36,7.36,9.67,18.84,-26.41,-27.32,-36.0,-37.06,-45.07,-32.26,-60.9075,-76.4,32.09,3.73,0.45,58.0325,17.7,0.1,59.75,22.19,15.7,21.62,18.26,11.77,17.0,44.0,12.0,0.11,0.45,0.0
14185.0,30.37,127.1,276.78,144.76,308.41,54.66,165.33,110.68,387.46,154.79,154.79,6.33,154.79,85.15,3.55,48.37,25.92,29.51,7.06,5.6,5.6,24.46,0.0,1.27,11.3225,41.85,41.85,3984.7225,8.05,229.84,-143.6425,52.332499999999996,90.2075,73.77,-1.06,20.46,20.46,5.86,64.1575,63.91,350.0,371.66499999999996,151.2,140.61,347.1275,0.0,122.18,0.0,0.55,0.49,58.0325,4.25,0.62,1.06,24.93,13.1,12.53,12.53,0.7,42.0,168.0,2.0,0.53,0.52,0.0
67803.75,0.92,2.47,4.94,2.48,2.0,3.45,4.62,1.17,6.12,19.59,19.59,0.02,20.17,18.42,0.0,0.72,0.42,0.42,0.12,0.08,0.08,0.38,0.0,0.0,0.0,26.94,13.47,0.0,4.13,-0.36,-0.05,0.47,27.32,19.9,2.04,12.2,12.2,15.05,8.7,16.13,7.69,13.51,-14.29,-20.0,8.57,0.0,0.0,0.0,1.76,11.39,14.12,9.64,3.23,2.57,4.06,3.23,2.81,2.18,1.34,34.0,14.0,21.0,2.39,11.7,0.0
43958.0,8.46,22.99,35.61,12.62,23.51,4.66,12.54,7.89,43.5,21.71,21.71,0.01,21.71,3.48,0.0,8.58,6.89,7.08,5.39,3.37,3.37,4.87,0.0,0.0,0.0,27.17,22.64,0.0,5.76,3.88,-10.55,6.58,90.2075,73.77,51.365,227.41,227.41,225.93,64.1575,115.58,174.5,133.66,372.3775,422.025,159.04,0.0,0.0,0.0,1.37,0.99,58.0325,4.21,0.69,5.72,72.23249999999999,66.4725,57.9775,48.2475,40.692499999999995,43.0,130.0,126.0,0.73,1.39,0.0
6033.0,6.66,52.2,75.01,21.77,50.25,14.74,64.87,50.13,125.14,243.21,216.75,3.3,215.58,202.79,3.56,11.23,8.49,8.47,5.73,5.58,5.58,8.34,3.7,304.665,0.0,78.01,39.01,227.77,11.92,8.76,1.19,-8.49,7.81,1.3,3.63,7.05,6.48,4.87,-3.43,23.95,41.03,18.63,39.76,42.35,42.81,-60.9075,-76.4,237.875,1.52,4.39,11.06,7.16,1.17,3.77,2.12,1.0,1.86,1.71,0.58,56.0,72.0,43.0,1.11,4.12,0.0
2532.0,2.76,0.38,13.05,10.12,30.69,2.55,22.95,20.4,33.44,37.17,34.37,2.67,33.42,32.66,0.54,1.33,0.12,-0.5,-1.71,-1.81,-1.8,0.02,0.69,2.79,0.0,1.35,1.35,0.0,0.07,1.16,-0.27,-0.89,-55.6275,-11.28,1.93,-2.98,-2.83,-8.34,-15.53,-49.24,-91.61,-137.31,-513.9475,-501.2525,-98.6,-60.9075,-76.4,0.0,0.79,1.26,4.56,3.28,3.98,59.75,10.24,7.09,10.16,10.14,6.99,132.0,200.0,110.0,0.95,1.12,0.0
67803.75,0.05,-1.82,-1.82,0.0,0.0,-1.82,1.04,2.86,1.04,0.0,0.0,0.0,0.0,0.0,0.0,-2.86,-2.86,-2.86,-2.86,-1.87,-1.87,-1.87,0.0,0.0,0.0,-72.8,-13.567499999999999,0.0,-7.475,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,4.14,18.4,8.52,3.98,7.57,12.4,12.13,10.79,7.37,7.1,0.0,0.0,0.0,0.0,0.0,0.0
24768.0,2.01,1.26,1.28,0.0,1.45,0.41,0.41,0.0,1.28,0.01,0.01,0.04,0.01,0.06,0.0,0.02,0.02,-0.03,-0.03,-0.03,-0.03,0.02,0.0,0.0,0.0,6.27,6.27,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.3325,0.01,0.0,0.0,0.0,0.0,72.23249999999999,66.4725,57.9775,48.2475,40.692499999999995,0.0,0.0,0.0,0.0,0.0,0.0
4756.0,9.22,1829.0825,3634.915,1572.6100000000001,1409.325,827.735,2014.74,151.28,4568.7300000000005,161.03,161.03,78.80250000000001,161.03,180.8,3.98,455.5025,290.01750000000004,365.68,219.055,171.6925,153.3,231.39,360.725,304.665,0.0,349.655,298.0875,3984.7225,59.3,-21.95,13.9975,-130.235,15.37,13.65,-0.12,-51.89,-51.89,4.81,7.88,347.0375,350.0,371.66499999999996,372.3775,422.025,347.1275,56.959999999999994,-76.4,-48.64,0.88,0.35,0.0,6.75,0.05,6.55,72.23249999999999,66.4725,57.9775,48.2475,40.692499999999995,96.0,9.0,0.0,0.05,0.31,0.0
43787.0,4.23,29.52,43.46,13.25,7.55,40.24,64.91,24.67,68.13,245.82,245.82,0.61,245.82,232.26,0.63,9.73,9.46,8.71,8.44,5.78,6.64,6.8,360.725,304.665,0.0,69.81,27.92,59.63,16.08,-11.47,-0.28,8.84,8.01,73.77,10.7,227.41,227.41,225.93,64.1575,42.04,39.32,43.49,40.43,48.21,45.3,56.959999999999994,122.18,97.19,1.9,54.6675,0.0,3.99,3.98,59.75,5.8,5.62,5.53,3.63,3.45,65.0,29.0,0.0,2.5175,57.9625,0.0
4978.0,6.35,2.05,2.63,0.58,0.02,0.1,0.24,0.15,2.78,0.0,0.0,0.0,0.0,0.0,0.0,-5.21,-5.21,-5.21,-5.21,-5.21,-4.05,-5.21,0.0,0.0,0.0,3.23,3.23,1.91,-8.2,-0.31,0.27,0.04,-55.6275,-33.3825,-32.5875,0.0,0.0,0.0,-26.4375,-200.0,-313.59749999999997,-250.0,-513.9475,-501.2525,-321.73749999999995,0.0,0.0,-66.49,1.36,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451.0,5.29,58.92,80.33,18.76,53.47,49.48,153.78,104.29,184.63,540.62,514.49,3.82,516.1,344.31,74.97999999999999,54.6,290.01750000000004,365.68,219.055,171.6925,153.3,231.39,360.725,6.28,0.0,111.42,111.42,3984.7225,59.3,28.28,0.49,-130.235,5.36,-2.91,6.85,12.5,12.56,10.71,-1.91,-13.58,-14.7,-15.75,-17.06,-16.09,-12.71,56.959999999999994,122.18,52.38,1.55,10.63,7.3,13.26,3.98,59.75,12.53,11.96,11.82,8.1,7.52,28.0,34.0,71.0,2.71,10.72,0.0
27331.0,22.4,113.04,321.11,1572.6100000000001,183.15,827.735,283.28,106.12,427.22,302.31,302.31,0.57,320.6,259.5,3.45,44.66,17.32,35.88,8.54,7.22,8.3,16.0,0.0,0.38,11.3225,50.46,50.46,61.94,7.14,7.3,-1.68,-5.01,6.83,9.31,0.87,9.33,9.33,19.34,1.78,18.24,13.87,13.26,-6.36,-23.27,3.23,-60.9075,122.18,25.84,1.16,2.91,2.38,4.08,1.51,1.13,8.33,6.63,2.48,2.27,0.57,89.0,93.0,324.75,1.15,2.93,0.0
2285.0,7.74,27.11,63.46,32.82,50.81,27.64,92.35,64.72,128.18,159.92,151.55,0.57,152.86,114.39,5.09,14.84,10.38,10.99,6.53,4.16,4.16,8.01,11.75,304.665,11.3225,3.5,3.5,99.94,1.02,11.15,-2.39,-5.09,3.43,-4.34,4.85,22.76,23.2,29.31,14.62,17.22,18.76,7.85,4.15,-2.35,19.02,56.959999999999994,122.18,237.875,1.19,4.98,4.66,4.84,2.72,3.88,10.58,9.19,8.21,5.71,4.32,70.0,124.0,104.0,1.79,5.05,0.0
4451.0,3.01,1.81,1.81,0.0,1.0,0.97,1.0,0.02,1.83,0.07,0.07,0.0,0.06,0.16,0.0,0.0,0.0,-0.16,-0.16,-0.16,-0.16,0.0,0.0,0.0,0.0,6.01,6.01,0.0,0.0,-0.43,0.46,0.0,-8.12,-8.12,2.04,-73.185,-73.1725,225.93,-7.58,100.0,100.0,-23.08,-23.08,-23.08,100.0,0.0,0.0,0.0,39.3325,0.23,0.0,0.13,0.05,0.0,-58.682500000000005,-82.2225,-90.795,-87.21249999999999,-117.12,715.25,0.0,137.0,0.04,0.12,0.0
3772.0,3.0,0.93,0.93,0.0,1.03,0.91,1.05,0.14,1.07,0.0,0.0,0.0,0.0,0.07,0.0,-0.07,-0.07,-0.08,-0.08,-0.08,-0.08,-0.07,0.0,0.0,0.0,3.09,3.09,0.27,-0.23,0.0,0.0,0.0,-6.06,-6.06,0.0,-73.185,-73.1725,-50.0,-6.14,41.67,41.67,42.86,42.86,42.86,41.67,0.0,0.0,-57.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.25,0.0,0.0,0.0,0.0
36889.0,3.19,5.57,148.29,0.01,132.11,16.2,18.58,2.39,150.68,7.12,7.12,0.06,7.22,5.28,0.11,1.0,0.99,0.98,0.97,0.64,0.64,0.66,0.0,0.0,0.0,17.48,17.48,108.59,2.07,0.91,-1.05,0.0,12.75,0.41,0.04,1.71,1.71,-5.55,0.85,347.0375,350.0,371.66499999999996,372.3775,422.025,347.1275,0.0,0.0,-35.59,39.3325,0.07,5.9,15.81,0.05,59.75,13.2,12.87,13.09,6.71,6.38,23.0,29.0,96.0,0.06,0.07,0.0
13185.0,10.37,34.71,51.29,5.1,45.66,4.59,6.03,1.44,52.73,3.61,3.61,0.15,3.61,4.45,0.01,1.41,0.88,-1.33,-1.86,-1.41,-1.38,1.33,0.0,0.0,0.0,33.47,33.47,0.0,1.28,0.93,13.9975,-130.235,-3.9,-26.29,-0.02,9.06,9.06,-0.45,-25.64,43.88,79.59,13.64,8.37,0.0,19.82,0.0,0.0,0.0,3.26,0.07,58.0325,45.832499999999996,0.07,-6.7075,72.23249999999999,-82.2225,57.9775,48.2475,-117.12,12.0,14.0,5.0,0.05,0.07,0.0
668.0,23.58,85.5,203.61,115.1,106.06,140.58,179.98,39.4,243.01,36.44,36.44,78.80250000000001,50.34,40.69,1.02,-2.92,-16.73,-7.41,-32.7575,-30.575,-29.557499999999997,-15.585,3.18,0.57,11.3225,36.26,36.26,0.0,-7.09,-21.95,13.9975,52.332499999999996,-19.88,-1.54,1.58,-28.83,-28.83,-30.29,-0.4,-103.26,-121.49,-108.52,-128.26,-128.26,-121.49,56.959999999999994,122.18,0.0,1.28,0.75,0.49,1.53,0.39,0.44,15.62,10.05,-7.33,-4.63,-10.2,64.0,54.0,0.0,0.28,0.71,0.0
901.0,0.4,2.7,5.45,0.87,10.54,2.19,2.92,0.73,6.18,7.32,6.92,0.11,6.95,5.74,0.63,0.63,0.49,0.32,0.18,0.07,0.07,0.38,0.0,0.0,0.0,67.55,67.55,0.0,9.25,0.47,-0.28,-0.22,0.75,0.18,6.04,16.01,16.89,9.54,1.15,6.78,13.95,371.66499999999996,372.3775,422.025,-26.92,0.0,0.0,0.0,2.51,0.65,58.0325,6.08,1.47,59.75,8.54,4.62,8.12,3.78,-0.14,84.0,14.0,18.0,1.13,0.63,0.0
